,Title,Published_date,Views,Comments,Month
885,"Creating a Spotify Clone Using HTML, CSS & JavaScript Only | JavaScript Music Player🔥🔥",2021-10-10,1862981,2577,Oct
886,How Would I Learn To Code (If I Was To Start Over) 🔥🔥,2021-10-09,1973039,2369,Oct
887,Should You Upgrade To Windows 11 Just Yet?,2021-10-08,108930,726,Oct
888,Should I Learn Web Development or Android Development? (The Answer!),2021-10-07,531153,1257,Oct
889,Introvert Vs Extrovert - Who gets more successful?,2021-10-06,163262,951,Oct
890,Updating state from a different component in Redux | Complete React Course in Hindi #78,2021-10-05,142474,715,Oct
891,College Placements - Harsh Truth!,2021-10-04,104571,570,Oct
892,PC Builds for Coders - Budget PCs You Can Build This Festive Season 🔥,2021-10-03,88247,501,Oct
893,Accessing State in Redux | Complete React Course in Hindi #77,2021-10-03,84658,101,Oct
894,Laptop Models to Buy this Festive Season (Google Sheet Included) 🔥,2021-10-01,379388,2105,Oct
895,"Student Offers, Cashbacks & Programs to join - Save Money as a student 🔥",2021-09-30,147603,624,Sep
896,Fastest Way To Get Started With Web Development (3 Minutes),2021-09-29,198671,731,Sep
897,Creating a Redux Store | Complete React Course in Hindi #76,2021-09-29,111367,196,Sep
898,Avoid *these* Things in College (IMPORTANT!),2021-09-28,338361,1092,Sep
899,Personal Early Realization Technique for productivity (3 minute technique) 🔥🔥,2021-09-27,73013,523,Sep
900,Creating a Reducer & Action Creator in Redux | Complete React Course in Hindi #75,2021-09-27,124256,171,Sep
901,College Will Not Teach You Coding - Here's Why!,2021-09-26,411803,1402,Sep
902,Mind you - This is the best Time to Start Coding 💻 🔥,2021-09-25,49693,693,Sep
903,Can You Learn Coding as a Commerce/Mechanical/Arts Student?,2021-09-24,197094,1410,Sep
904,Why should you (not) write GATE 2022?,2021-09-23,465857,2000,Sep
905,5 Habits of Highly Successful Coders 🔥,2021-09-22,188658,629,Sep
906,Is English Important for Placements?,2021-09-21,258436,992,Sep
907,Can you Code a Product from Development to Deployment (as the only coder)?,2021-09-20,62321,470,Sep
908,99.9% Freelancers Will Fail Because of This!,2021-09-19,723808,1568,Sep
909,5 Coding Strategies I Wish I knew since First Year of College 🔥,2021-09-18,490482,1132,Sep
910,"All About Hackathons - How to Find, Participate & Win? 🔥",2021-09-17,395039,656,Sep
911,Is the IIT tag really important? - My Opinions & Advises 🔥🔥,2021-09-16,414848,2694,Sep
912,Setting up a React Application for Redux | Complete React Course in Hindi #74,2021-09-15,123616,246,Sep
913,How to watch Online Coding Tutorials Effectively! 🔥🔥,2021-09-14,122018,600,Sep
914,Introduction to Redux | Complete React Course in Hindi #73,2021-09-13,199055,253,Sep
915,Fetching User Specific Notes in iNotebook | Complete React Course in Hindi #72,2021-09-12,62019,636,Sep
916,"Adding Alerts to Login, Signup & Notes Component of iNotebook | Complete React Course in Hindi #71",2021-09-12,46090,135,Sep
917,Should You use Libraries Or Code from Scratch?,2021-09-11,34000,246,Sep
918,5 JavaScript Concepts Everyone Should Learn! 🔥,2021-09-10,138036,955,Sep
919,Should You Mention Copied Projects From Internet in Your Resume?,2021-09-08,462119,606,Sep
920,Adding SignUp Component to iNotebook | Complete React Course in Hindi #70,2021-09-07,50264,187,Sep
921,Adding Login Component to iNotebook | Complete React Course in Hindi #69,2021-09-07,65130,220,Sep
922,Adding Frontend Validation + Few Fixes in iNotebook | Complete React Course in Hindi #68,2021-09-07,41132,167,Sep
923,Updating Notes on edit in the UI using React | Complete React Course in Hindi #67,2021-09-07,43244,155,Sep
924,Adding a Modal for Editing Notes | Complete React Course in Hindi #66,2021-09-07,67346,354,Sep
925,"Adding ""fetch notes"" functionality to iNotebook | Complete React Course in Hindi #65",2021-09-07,56686,304,Sep
926,"Adding ""delete note"" functionality to iNotebook | Complete React Course in Hindi #64",2021-09-07,42602,80,Sep
927,Adding AddNote component to iNotebook | Complete React Course in Hindi #63,2021-09-07,55739,152,Sep
928,Adding font awesome icons to iNotebook | Complete React Course in Hindi #62,2021-09-06,59160,141,Sep
929,iNotebook: Adding NoteItem in a Separate Note component | Complete React Course in Hindi #61,2021-09-06,46997,84,Sep
930,iNotebook: Fetching Notes from Context | Complete React Course in Hindi #60,2021-09-06,59552,123,Sep
931,useLocation Hook in React | Complete React Course in Hindi #59,2021-09-06,63632,134,Sep
932,useContext hook: Using React Context API | Complete React Course in Hindi #58,2021-09-05,183531,303,Sep
933,Introduction to React Context API | Complete React Course in Hindi #57,2021-09-05,97283,139,Sep
934,Creating Navbar and Routes | Complete React Course in Hindi #56,2021-09-05,102502,143,Sep
935,iNotebook React Project Setup | Complete React Course in Hindi #55,2021-09-05,59542,169,Sep
936,Endpoint for deleting a Note | Complete React Course in Hindi #54,2021-09-04,42738,418,Sep
937,Updating an existing Note | Complete React Course in Hindi #53,2021-09-04,48739,160,Sep
938,Fetching all notes & Adding a Note | Complete React Course in Hindi #52,2021-09-04,66064,205,Sep
939,Creating a middleware to decode user from a JWT | Complete React Course in Hindi #51,2021-09-04,74752,316,Sep
940,Creating Login Endpoint & sending auth token| Complete React Course in Hindi #50,2021-09-04,78505,142,Sep
941,Hashing Passwords using bcryptjs in NodeJs | Complete React Course in Hindi #49,2021-09-04,73717,154,Sep
942,Windows 365 Cloud PC: My Opinions Post Release 😢,2021-09-03,55505,453,Sep
943,"Understanding Password Hashing, Salt & Pepper | Complete React Course in Hindi #48",2021-09-02,67866,193,Sep
944,Creating ThunderClient Collections to Manage Requests | Complete React Course in Hindi #47,2021-09-02,73645,181,Sep
945,Adding Data Validation Using express-validator | Complete React Course in Hindi #46,2021-09-02,88702,301,Sep
946,Storing Data into the Database Using Mongoose Model | Complete React Course in Hindi #45,2021-09-02,118371,623,Sep
947,Creating Routes & Schema for Storing Notes & Users | Complete React Course in Hindi #44,2021-09-02,122232,257,Sep
948,iNotebook db & Express Server Setup | Complete React Course in Hindi #43,2021-09-02,165791,831,Sep
949,Windows 11 release date announced finally 🔥,2021-08-31,129866,734,Aug
950,Project 3: iNotebook backend and React frontend setup | Complete React Course in Hindi #42,2021-08-31,166592,265,Aug
951,Introduction to MERN stack | Complete React Course in Hindi #41,2021-08-30,210973,452,Aug
952,Sticky Navbar & NewsMonkey bug fixes | Complete React Course in Hindi #40,2021-08-29,82686,248,Aug
953,Changing Class based NewsMonkey components to Functional based | Complete React Course in Hindi #39,2021-08-29,90864,215,Aug
954,Introduction to React Hooks | Complete React Course in Hindi #38,2021-08-29,143677,155,Aug
955,Hiding API Key by Adding Custom Environment Variables | Complete React Course in Hindi #37,2021-08-29,85333,286,Aug
956,Adding a top loading bar to NewsMonkey | Complete React Course in Hindi #36,2021-08-28,86581,333,Aug
957,Adding Infinite Scroll to NewsMonkey | Complete React Course in Hindi #35,2021-08-28,116991,651,Aug
958,React Component Lifecycle & Lifecycle methods  | Complete React Course in Hindi #34,2021-08-27,159763,199,Aug
959,Refactoring News component to use the same function  | Complete React Course in Hindi #33,2021-08-27,83092,332,Aug
960,"Adding time, author and news source to News React App | Complete React Course in Hindi #32",2021-08-27,80179,157,Aug
961,Fetching News category wise in NewsMonkey React App | Complete React Course in Hindi #31,2021-08-27,107049,582,Aug
962,Adding Categories & propTypes to NewsMonkey React App | Complete React Course in Hindi #30,2021-08-27,108161,147,Aug
963,Adding loading spinner & variable pageSize to NewsMonkey | Complete React Course in Hindi #29,2021-08-27,133764,213,Aug
964,Adding Previous & Next Buttons to populate NewsItems | Complete React Course in Hindi #28,2021-08-26,156111,394,Aug
965,Using Fetch API in React to populate NewsItems | Complete React Course in Hindi #27,2021-08-26,189260,520,Aug
966,Looping through an array in JSX to display NewsItems from state | Complete React Course in Hindi #26,2021-08-26,157480,565,Aug
967,Understanding state in class based components  | Complete React Course in Hindi #25,2021-08-26,172612,106,Aug
968,Fetching API Key from News API | Complete React Course in Hindi #24,2021-08-26,224358,218,Aug
969,Component Structure of our NewsMonkey React App | Complete React Course in Hindi #23,2021-08-26,190862,258,Aug
970,Project 2 Setup + Introduction to Class based components | Complete React Course in Hindi #22,2021-08-25,206451,284,Aug
971,Fixing few more Textutils Issues | Complete React Course in Hindi #21,2021-08-25,96652,227,Aug
972,Exercise 2: Solutions + Shoutouts | Complete React Course in Hindi #20,2021-08-24,111873,201,Aug
973,Fixing Issues & Wrapping up TextUtils | Complete React Course in Hindi #19,2021-08-24,173619,519,Aug
974,"Should you use HTML, CSS, JavaScript or Frameworks for your next Website?",2021-08-23,168400,461,Aug
975,Purchasing a Domain + Hosting TextUtils on a VPS | Complete React Course in Hindi #18,2021-08-22,145537,293,Aug
976,[Free] Building + Hosting React App For free on Github Pages | Complete React Course in Hindi #17,2021-08-21,291369,589,Aug
977,How much JavaScript is needed to learn React?,2021-08-20,581782,763,Aug
978,React Router Setup + Usage | Complete React Course in Hindi #16,2021-08-20,388415,1487,Aug
979,React vs Angular - Which one to Learn?,2021-08-19,300236,706,Aug
980,Changing title dynamically & adding favicons to TextUtils | Complete React Course in Hindi #15,2021-08-19,199770,187,Aug
981,Exercise 2: Adding Custom Color Theme to TextUtils | Complete React Course in Hindi #14,2021-08-18,160008,617,Aug
982,Adding + Auto Dismissing Alert Messages | Complete React Course in Hindi #13,2021-08-18,285889,1243,Aug
983,Improving Dark Mode & Refactoring App Component | Complete React Course in Hindi #12,2021-08-18,363521,744,Aug
984,Exercise 1: Solutions + Shoutouts | Complete React Course in Hindi #11,2021-08-18,223008,736,Aug
985,"Creating ""Enable Dark Mode"" Button Using useState Hook  | Complete React Course in Hindi #10",2021-08-18,391370,532,Aug
986,Exercise 1: Enhancing TextUtils | Complete React Course in Hindi #9,2021-08-17,271194,2314,Aug
987,Adding more Logic to TextUtils | Complete React Course in Hindi #8,2021-08-17,360288,496,Aug
988,Understanding State & Handling Events in React | Complete React Course in Hindi #7,2021-08-17,660148,814,Aug
989,Understanding Props and PropTypes in React | Complete React Course in Hindi #6,2021-08-17,762867,1086,Aug
990,Project 1: Setup + Adding Bootstrap to React | Complete React Course in Hindi #5,2021-08-16,703428,820,Aug
991,Understanding JSX | Complete React Course in Hindi #4,2021-08-16,740754,876,Aug
992,JavaScript Refresher | Complete React Course in Hindi #3,2021-08-15,851989,696,Aug
993,Creating our first react app using create-react-app | Complete React Course in Hindi #2,2021-08-14,1453222,1894,Aug
994,Introduction to React Js + Installation | Complete React Course in Hindi #1,2021-08-13,2719612,8383,Aug
995,php Cheatsheet 🧾 for Beginners 🔥🔥,2021-08-06,38270,504,Aug
996,Django Cheatsheet 🧾 for Beginners 🔥🔥,2021-08-05,24810,223,Aug
997,Flask Cheatsheet 🧾 for Beginners 🔥🔥,2021-08-04,22668,211,Aug
998,What does a Software engineer do in a Company? 🔥🔥,2021-08-02,1451744,2124,Aug
999,MySQL Cheatsheet 🧾 for Beginners 🔥🔥,2021-08-01,154166,459,Aug
1000,How much Java to Learn for Android Development? (LEARN THESE TOPICS),2021-07-30,330233,1127,Jul
1001,Pegasus Spyware WhatsApp Hacking: All you need to know!,2021-07-28,918371,2151,Jul
1002,Should you use Bootstrap & Tailwind CSS or stick to Vanilla CSS?,2021-07-25,132994,513,Jul
1003,C++ Cheatsheet 🧾 for Beginners 🔥🔥,2021-07-23,65538,467,Jul
1004,Software Interview Rejection - How to handle Failure! 🔥🔥,2021-07-21,98359,711,Jul
1005,Java Cheatsheet 🧾 for Beginners 🔥🔥,2021-07-19,63779,503,Jul
1006,Perfect Final Year Project Selection Tips & Tricks (Copy These) 🔥🔥,2021-07-18,500167,695,Jul
1007,C Language Cheatsheet 🧾 for Beginners 🔥,2021-07-17,70743,488,Jul
1008,Python Cheatsheet 🧾 for Beginners 🔥🔥,2021-07-17,123450,538,Jul
1009,JavaScript CheatSheet 🧾 for Beginners 🔥,2021-07-16,86598,330,Jul
1010,CSS CheatSheet 🧾 for beginners 🔥,2021-07-16,99362,439,Jul
1011,Windows 365: Why I am excited about this Microsoft Offering! 🔥,2021-07-16,184155,444,Jul
1012,HTML CheatSheet 🧾 for Beginners 🔥,2021-07-16,230897,647,Jul
1013,Using GitHub Copilot: It will take away your Jobs!,2021-07-15,249435,906,Jul
1014,Crontab for Linux Admins as fast as possible in Hindi 🔥🔥,2021-07-13,119199,536,Jul
1015,How to Deploy NodeJs app on Ubuntu in Production,2021-07-13,54220,222,Jul
1016,3 Habits to Build for Improving Your Logic & Programming Skills (START THESE) 🔥🔥,2021-07-11,1089945,2316,Jul
1017,"Which is ""the best"" Backend Framework to Use for a Project? 🔥🔥",2021-07-09,142836,648,Jul
1018,How many Programming Languages Should you Learn? (THE TRUTH!),2021-07-07,586791,1806,Jul
1019,Do You *really* Need a Good Laptop for Coding? (EYE OPENING),2021-07-06,954701,2994,Jul
1020,"Fastest Way to make ""Money"" From Code! (TRY THIS)",2021-07-04,962889,1468,Jul
1021,PyMongo Tutorial in Hindi | MongoDb in Python,2021-07-04,92344,346,Jul
1022,I tried Coding 5 different languages in Windows 11 🔥🔥,2021-07-03,62624,485,Jul
1023,Express JS Tutorial in Hindi 🔥✌,2021-07-02,380726,1069,Jul
1024,Top Laptop Models to buy in 2021 ⚡ Watch this before buying a new laptop,2021-07-01,389915,2198,Jul
1025,First Ever Official Version of Windows 11 is Here! 🔥🔥,2021-06-29,960083,1701,Jun
1026,What is Deep Learning? (in 5 Minutes) 🔥🔥,2021-06-28,224709,895,Jun
1027,JSON Tutorial in Hindi 🔥🔥,2021-06-28,409513,934,Jun
1028,"I Created Windows 11 Using HTML, CSS & JavaScript 🔥🔥",2021-06-26,457736,1680,Jun
1029,Trying 11 apps on Windows 11 - Lets Go! 🔥🔥,2021-06-26,186475,1198,Jun
1030,Microsoft Windows 11 Reveal Event in 11 Minutes 🔥🔥,2021-06-25,323023,1328,Jun
1031,Stock market for beginners - My Investment Strategies revealed 🔥🔥,2021-06-24,530522,2370,Jun
1032,Perfect Time Table strategy for maximum productivity (This is huge) 🔥🔥,2021-06-23,289580,1245,Jun
1033,Node Js Tutorial in Hindi 🔥🔥,2021-06-21,1572776,3169,Jun
1034,How Much To Charge For a Site? 🔥,2021-06-20,161542,1080,Jun
1035,How much Coding to Learn during School Days?,2021-06-19,113790,1849,Jun
1036,Windows 11 - I Installed it using VMWare (Have a look!),2021-06-18,240416,1245,Jun
1037,How to deploy Flask apps on Ubuntu VPS Using gunicorn and Ngnix,2021-06-17,29743,301,Jun
1038,I installed VS Code on Android phone! (See how it performed) 🔥,2021-06-16,777672,3156,Jun
1039,AVL Trees - LL LR RL and RR rotations,2021-06-15,154012,525,Jun
1040,What is Apache & Nginx? | Apache vs Nginx 🔥🔥,2021-06-15,130592,497,Jun
1041,Insertion and Rotation in AVL Tree,2021-06-14,139843,315,Jun
1042,AVL Trees - Introduction,2021-06-13,223657,427,Jun
1043,C Code For Deletion in a Binary Search Tree,2021-06-13,134166,447,Jun
1044,Dark theme vs Light theme - Which one is better?,2021-06-12,85537,656,Jun
1045,Deletion in a Binary Search Tree,2021-06-12,157405,486,Jun
1046,What is CI/CD Pipeline? (in Layman's terms),2021-06-11,222822,518,Jun
1047,"Difference Between Development, Staging, and Prod Environment?",2021-06-10,82931,405,Jun
1048,These CodePen Blew My Mind 🔥🔥🔥,2021-06-10,134424,628,Jun
1049,I paid them 5$ to create my website on Fiverr,2021-06-09,1030877,1593,Jun
1050,One Effective tool to create Readme Files Quickly & Easily,2021-06-09,148636,326,Jun
1051,How I Beat Procrastination?,2021-06-08,312694,1661,Jun
1052,VS Code Tricks you might not want to miss 🔥🔥,2021-06-08,501095,1241,Jun
1053,What is Data Science?,2021-06-07,1727740,1503,Jun
1054,What is Machine Learning?,2021-06-06,662930,1457,Jun
1055,How deploy a Django application using Nginx & Gunicorn in Production,2021-06-06,98245,291,Jun
1056,MongoDb Tutorial For Beginners in Hindi 🔥🔥,2021-06-05,987525,2008,Jun
1057,Every freelancer must learn *this* skill!,2021-06-04,154418,858,Jun
1058,How to install phpMyAdmin on Nginx (in 5 minutes),2021-06-04,14978,191,Jun
1059,How to install LEMP stack on Ubuntu VPS?,2021-06-03,14746,242,Jun
1060,How to Open Remote Server directly in VS Code (in 2 mins)!,2021-06-02,38647,197,Jun
1061,How to enable HTTPs on Your Website in 2 minutes?,2021-06-02,78195,288,Jun
1062,How to install phpMyAdmin on Ubuntu?,2021-06-01,29116,192,Jun
